,fandom,count,type,href
418,Hollyoaks,2400,tv,/tv/Hollyoaks/
419,Hogan\'s Heroes,2400,tv,/tv/Hogan-s-Heroes/
420,Prison Break,2300,tv,/tv/Prison-Break/
421,Shakespeare,2300,play,/play/Shakespeare/
422,Love Hina,2300,anime,/anime/Love-Hina/
423,Covenant,2300,movie,/movie/Covenant/
424,Holby City,2300,tv,/tv/Holby-City/
425,Daria,2300,cartoon,/cartoon/Daria/
426,Alpha and Omega,2300,movie,/movie/Alpha-and-Omega/
427,Scarecrow and Mrs. King,2300,tv,/tv/Scarecrow-and-Mrs-King/
428,Godzilla,2200,movie,/movie/Godzilla/
429,Beauty and the Beast,2200,movie,/movie/Beauty-and-the-Beast/
430,MI-5/Spooks,2200,tv,/tv/MI-5-Spooks/
431,"Lab Rats, 2012",2200,tv,/tv/Lab-Rats-2012/
432,Farscape,2200,tv,/tv/Farscape/
433,Negima! Magister Negi Magi/魔法先生ネギま！,2200,anime,/anime/Negima-Magister-Negi-Magi-%E9%AD%94%E6%B3%95%E5%85%88%E7%94%9F%E3%83%8D%E3%82%AE%E3%81%BE/
434,Bungou Stray Dogs/文豪ストレイドッグス,2200,anime,/anime/Bungou-Stray-Dogs-%E6%96%87%E8%B1%AA%E3%82%B9%E3%83%88%E3%83%AC%E3%82%A4%E3%83%89%E3%83%83%E3%82%B0%E3%82%B9/
435,Super Robot Monkey Team,2200,cartoon,/cartoon/Super-Robot-Monkey-Team/
436,Orange Is the New Black,2200,tv,/tv/Orange-Is-the-New-Black/
437,StarTrek: Deep Space Nine,2200,tv,/tv/StarTrek-Deep-Space-Nine/
438,Thomas the Tank Engine,2200,cartoon,/cartoon/Thomas-the-Tank-Engine/
439,Scandal,2200,tv,/tv/Scandal/
440,Redwall,2200,book,/book/Redwall/
441,Skulduggery Pleasant series,2200,book,/book/Skulduggery-Pleasant-series/
442,Zoey 101,2100,tv,/tv/Zoey-101/
443,How I Met Your Mother,2100,tv,/tv/How-I-Met-Your-Mother/
444,Blacklist,2100,tv,/tv/Blacklist/
445,Days of Our Lives,2100,tv,/tv/Days-of-Our-Lives/
446,Instant Star,2100,tv,/tv/Instant-Star/
447,Ranger\'s Apprentice,2100,book,/book/Ranger-s-Apprentice/
448,Wolf\'s Rain,2100,anime,/anime/Wolf-s-Rain/
449,Discworld,2100,book,/book/Discworld/
450,+Anima,2100,anime,/anime/Anima/
451,Zoids,2100,anime,/anime/Zoids/
452,Haruhi Suzumiya series,2100,anime,/anime/Haruhi-Suzumiya-series/
453,Manhwa/Korean Comics/만화,2100,misc,/misc/Manhwa-Korean-Comics-%EB%A7%8C%ED%99%94/
454,Get Backers,2100,anime,/anime/Get-Backers/
455,Super Sentai,2000,tv,/tv/Super-Sentai/
456,StarTrek: Other,2000,tv,/tv/StarTrek-Other/
457,Lie to Me,2000,tv,/tv/Lie-to-Me/
458,Frasier,2000,tv,/tv/Frasier/
459,Sherlock Holmes,2000,movie,/movie/Sherlock-Holmes/
460,Starsky and Hutch,2000,tv,/tv/Starsky-and-Hutch/
461,Rugrats/All Grown Up!,2000,cartoon,/cartoon/Rugrats-All-Grown-Up/
462,Batman the Animated Series,2000,cartoon,/cartoon/Batman-the-Animated-Series/
463,FAKE,2000,anime,/anime/FAKE/
464,Andromeda,2000,tv,/tv/Andromeda/
465,Sky High,2000,movie,/movie/Sky-High/
466,King Arthur,2000,movie,/movie/King-Arthur/
467,Jimmy Neutron,2000,cartoon,/cartoon/Jimmy-Neutron/
468,Hamilton,2000,play,/play/Hamilton/
469,TV X-overs,2000,misc,/misc/TV-X-overs/
470,Marching Band,2000,misc,/misc/Marching-Band/
471,K-ON!/けいおん！,2000,anime,/anime/K-ON-%E3%81%91%E3%81%84%E3%81%8A%E3%82%93/
472,Rosario + Vampire,2000,anime,/anime/Rosario-Vampire/
473,StarCraft,2000,game,/game/StarCraft/
474,Grand Theft Auto,2000,game,/game/Grand-Theft-Auto/
475,Simpsons,2000,cartoon,/cartoon/Simpsons/
476,Chicago Fire,2000,tv,/tv/Chicago-Fire/
477,Series Of Unfortunate Events,2000,book,/book/Series-Of-Unfortunate-Events/
478,Good Omens,2000,book,/book/Good-Omens/
479,"Infernal Devices, Cassandra Clare",2000,book,/book/Infernal-Devices-Cassandra-Clare/
480,Hardy Boys/Nancy Drew,2000,book,/book/Hardy-Boys-Nancy-Drew/
481,Darren Shan Saga/Cirque Du Freak,1900,book,/book/Darren-Shan-Saga-Cirque-Du-Freak/
482,Radio Dramas,1900,misc,/misc/Radio-Dramas/
483,Fosters,1900,tv,/tv/Fosters/
484,Cars,1900,movie,/movie/Cars/
485,W.I.T.C.H.,1900,cartoon,/cartoon/W-I-T-C-H/
486,Sofia the First,1900,cartoon,/cartoon/Sofia-the-First/
487,Sisters Grimm,1900,book,/book/Sisters-Grimm/
488,Tales of the Abyss,1900,game,/game/Tales-of-the-Abyss/
489,Vampire Diaries,1900,book,/book/Vampire-Diaries/
490,Devil Wears Prada,1900,book,/book/Devil-Wears-Prada/
491,Magic Knight Rayearth/魔法騎士レイアース,1900,anime,/anime/Magic-Knight-Rayearth-%E9%AD%94%E6%B3%95%E9%A8%8E%E5%A3%AB%E3%83%AC%E3%82%A4%E3%82%A2%E3%83%BC%E3%82%B9/
492,Hikaru no Go,1900,anime,/anime/Hikaru-no-Go/
493,Pretender,1900,tv,/tv/Pretender/
494,Bonanza,1900,tv,/tv/Bonanza/
495,Legends of Tomorrow,1900,tv,/tv/Legends-of-Tomorrow/
496,BioShock,1900,game,/game/BioShock/
497,Destiny,1800,game,/game/Destiny/
498,PAW Patrol,1800,cartoon,/cartoon/PAW-Patrol/
499,Walking Dead,1800,game,/game/Walking-Dead/
500,Suikoden,1800,game,/game/Suikoden/
501,World Ends With You,1800,game,/game/World-Ends-With-You/
502,King of Fighters,1800,game,/game/King-of-Fighters/
503,Sly Cooper,1800,game,/game/Sly-Cooper/
504,Phantom of the Opera,1800,movie,/movie/Phantom-of-the-Opera/
505,Yu-Gi-Oh! Arc-V,1800,anime,/anime/Yu-Gi-Oh-Arc-V/
506,Alice in Wonderland,1800,book,/book/Alice-in-Wonderland/
507,Tin Man,1800,tv,/tv/Tin-Man/
508,EastEnders,1800,tv,/tv/EastEnders/
509,MacGyver,1800,tv,/tv/MacGyver/
510,Flashpoint,1800,tv,/tv/Flashpoint/
511,Nightmare Before Christmas,1800,movie,/movie/Nightmare-Before-Christmas/
512,Sekaiichi Hatsukoi,1800,anime,/anime/Sekaiichi-Hatsukoi/
513,Uta no Prince-sama,1800,anime,/anime/Uta-no-Prince-sama/
514,.hack/SIGN,1800,anime,/anime/hack-SIGN/
515,Sentinel,1800,tv,/tv/Sentinel/
516,Community,1800,tv,/tv/Community/
517,A-Team,1800,tv,/tv/A-Team/
518,Guardians of the Galaxy,1800,movie,/movie/Guardians-of-the-Galaxy/
519,Rio,1800,movie,/movie/Rio/
520,Orphan Black,1700,tv,/tv/Orphan-Black/
521,Scorpion,1700,tv,/tv/Scorpion/
522,Emergency,1700,tv,/tv/Emergency/
523,Babylon 5,1700,tv,/tv/Babylon-5/
524,Third Watch,1700,tv,/tv/Third-Watch/
525,Moulin Rouge,1700,movie,/movie/Moulin-Rouge/
526,Teen Titans,1700,comic,/comic/Teen-Titans/
527,Jhonen Vasquez,1700,comic,/comic/Jhonen-Vasquez/
528,Joker/Clover/Heart no Kuni no Alice,1700,game,/game/Joker-Clover-Heart-no-Kuni-no-Alice/
529,Soul Calibur,1700,game,/game/Soul-Calibur/
530,Tomb Raider,1700,game,/game/Tomb-Raider/
531,Star Ocean,1700,game,/game/Star-Ocean/
532,Mummy,1700,movie,/movie/Mummy/
533,Pitch Black / Riddick,1700,movie,/movie/Pitch-Black-Riddick/
534,Terminator: Sarah Connor Chronicles,1700,tv,/tv/Terminator-Sarah-Connor-Chronicles/
535,Toy Story,1700,movie,/movie/Toy-Story/
536,Seraph of the End/終わりのセラフ,1700,anime,/anime/Seraph-of-the-End-%E7%B5%82%E3%82%8F%E3%82%8A%E3%81%AE%E3%82%BB%E3%83%A9%E3%83%95/
537,La Corda D\'Oro,1700,anime,/anime/La-Corda-D-Oro/
538,Lord of the Flies,1700,book,/book/Lord-of-the-Flies/
539,House of Night,1700,book,/book/House-of-Night/
540,Night World series,1700,book,/book/Night-World-series/
541,Mediator,1700,book,/book/Mediator/
542,Morganville Vampires,1700,book,/book/Morganville-Vampires/
543,Bill,1700,tv,/tv/Bill/
544,Megami Tensei,1700,game,/game/Megami-Tensei/
545,Regular Show,1700,cartoon,/cartoon/Regular-Show/
546,G. I. Joe,1700,cartoon,/cartoon/G-I-Joe/
547,Toaru Majutsu no Index/とある魔術の禁書目録,1600,anime,/anime/Toaru-Majutsu-no-Index-%E3%81%A8%E3%81%82%E3%82%8B%E9%AD%94%E8%A1%93%E3%81%AE%E7%A6%81%E6%9B%B8%E7%9B%AE%E9%8C%B2/
548,Diabolik Lovers/ディアボリックラヴァーズ,1600,anime,/anime/Diabolik-Lovers-%E3%83%87%E3%82%A3%E3%82%A2%E3%83%9C%E3%83%AA%E3%83%83%E3%82%AF%E3%83%A9%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%BA/
549,Scrubs,1600,tv,/tv/Scrubs/
550,Gotham,1600,tv,/tv/Gotham/
551,7th Heaven,1600,tv,/tv/7th-Heaven/
552,Without a Trace,1600,tv,/tv/Without-a-Trace/
553,Blue Bloods,1600,tv,/tv/Blue-Bloods/
554,Shake It Up!,1600,tv,/tv/Shake-It-Up/
555,DuckTales,1600,cartoon,/cartoon/DuckTales/
556,Amazing World of Gumball,1600,cartoon,/cartoon/Amazing-World-of-Gumball/
557,Utena,1600,anime,/anime/Utena/
558,Kimetsu no Yaiba/鬼滅の刃,1600,anime,/anime/Kimetsu-no-Yaiba-%E9%AC%BC%E6%BB%85%E3%81%AE%E5%88%83/
559,Coronation Street,1600,tv,/tv/Coronation-Street/
560,Princess Tutu,1600,anime,/anime/Princess-Tutu/
561,Ashes to Ashes,1600,tv,/tv/Ashes-to-Ashes/
562,Inazuma Eleven,1600,game,/game/Inazuma-Eleven/
563,Forgotten Realms,1600,book,/book/Forgotten-Realms/
564,Darkest Powers,1600,book,/book/Darkest-Powers/
565,Animal Crossing,1600,game,/game/Animal-Crossing/
566,Hyperdimension Neptunia,1600,game,/game/Hyperdimension-Neptunia/
567,Neopets,1600,game,/game/Neopets/
568,Van Helsing,1500,movie,/movie/Van-Helsing/
569,Last of Us,1500,game,/game/Last-of-Us/
570,Tales of Vesperia,1500,game,/game/Tales-of-Vesperia/
571,Borderlands,1500,game,/game/Borderlands/
572,Higurashi/Umineko series,1500,game,/game/Higurashi-Umineko-series/
573,Fable,1500,game,/game/Fable/
574,Cardfight!! Vanguard/CARDFIGHT!! ヴァンガード,1500,anime,/anime/Cardfight-Vanguard-CARDFIGHT-%E3%83%B4%E3%82%A1%E3%83%B3%E3%82%AC%E3%83%BC%E3%83%89/
575,Fantastic Beasts and Where to Find Them,1500,movie,/movie/Fantastic-Beasts-and-Where-to-Find-Them/
576,Protector of the Small Quartet,1500,book,/book/Protector-of-the-Small-Quartet/
577,Silence of the Lambs/Hannibal,1500,movie,/movie/Silence-of-the-Lambs-Hannibal/
578,Lilo & Stitch,1500,cartoon,/cartoon/Lilo-Stitch/
579,Family Guy,1500,cartoon,/cartoon/Family-Guy/
580,Ever After High,1500,cartoon,/cartoon/Ever-After-High/
581,"Wings of Fire, Tui T. Sutherland",1500,book,/book/Wings-of-Fire-Tui-T-Sutherland/
582,Lost Boys,1500,movie,/movie/Lost-Boys/
583,Blood+,1500,anime,/anime/Blood/
584,Mighty Ducks,1500,movie,/movie/Mighty-Ducks/
585,Alexander,1500,movie,/movie/Alexander/
586,Good Wife,1500,tv,/tv/Good-Wife/
587,Dawson\'s Creek,1500,tv,/tv/Dawson-s-Creek/
588,Being Human,1500,tv,/tv/Being-Human/
589,Grimm,1500,tv,/tv/Grimm/
590,Mutant X,1500,tv,/tv/Mutant-X/
591,Underworld,1400,movie,/movie/Underworld/
592,Aladdin,1400,movie,/movie/Aladdin/
593,One Life To Live,1400,tv,/tv/One-Life-To-Live/
594,Seven Deadly Sins/七つの大罪,1400,anime,/anime/Seven-Deadly-Sins-%E4%B8%83%E3%81%A4%E3%81%AE%E5%A4%A7%E7%BD%AA/
595,No. 6,1400,anime,/anime/No-6/
596,Ace of Diamond/ダイヤのA,1400,anime,/anime/Ace-of-Diamond-%E3%83%80%E3%82%A4%E3%83%A4%E3%81%AEA/
597,Familiar of Zero,1400,anime,/anime/Familiar-of-Zero/
598,Hellboy,1400,comic,/comic/Hellboy/
599,Host,1400,book,/book/Host/
600,H2O: Just Add Water,1400,tv,/tv/H2O-Just-Add-Water/
601,His Dark Materials,1400,book,/book/His-Dark-Materials/
602,Moonlight,1400,tv,/tv/Moonlight/
603,Reign,1400,tv,/tv/Reign/
604,Incredibles,1400,movie,/movie/Incredibles/
605,Just My Luck,1400,movie,/movie/Just-My-Luck/
606,Earthbound,1400,game,/game/Earthbound/
607,Castlevania,1400,game,/game/Castlevania/
608,Amour Sucré,1400,game,/game/Amour-Sucr%C3%A9/
609,Metroid,1400,game,/game/Metroid/
610,Bionicle,1400,game,/game/Bionicle/
611,Burn Notice,1400,tv,/tv/Burn-Notice/
612,Ragnarok Online,1400,game,/game/Ragnarok-Online/
613,Revolution,1400,tv,/tv/Revolution/
614,Covert Affairs,1400,tv,/tv/Covert-Affairs/
615,Tudors,1400,tv,/tv/Tudors/
616,Megamind,1400,movie,/movie/Megamind/
617,Treasure Planet,1400,movie,/movie/Treasure-Planet/
618,Four Brothers,1400,movie,/movie/Four-Brothers/
619,Waterloo Road,1400,tv,/tv/Waterloo-Road/
620,Law and Order,1400,tv,/tv/Law-and-Order/
621,Ugly Betty,1400,tv,/tv/Ugly-Betty/
622,Generator Rex,1400,cartoon,/cartoon/Generator-Rex/
623,Legend of the Seeker,1400,tv,/tv/Legend-of-the-Seeker/
624,Boondock Saints,1400,movie,/movie/Boondock-Saints/
625,Good Omens,1300,tv,/tv/Good-Omens/
626,My Teen Romantic Comedy SNAFU/やはり俺の青春ラブコメはまちがっている,1300,anime,/anime/My-Teen-Romantic-Comedy-SNAFU-%E3%82%84%E3%81%AF%E3%82%8A%E4%BF%BA%E3%81%AE%E9%9D%92%E6%98%A5%E3%83%A9%E3%83%96%E3%82%B3%E3%83%A1%E3%81%AF%E3%81%BE%E3%81%A1%E3%81%8C%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B/
627,07-Ghost,1300,anime,/anime/07-Ghost/
628,Hakuōki/薄桜鬼,1300,anime,/anime/Haku%C5%8Dki-%E8%96%84%E6%A1%9C%E9%AC%BC/
629,Passions,1300,tv,/tv/Passions/
630,Detroit: Become Human,1300,game,/game/Detroit-Become-Human/
631,Ratchet and Clank,1300,game,/game/Ratchet-and-Clank/
632,Half-Life,1300,game,/game/Half-Life/
633,Street Fighter,1300,game,/game/Street-Fighter/
634,Maple Story,1300,game,/game/Maple-Story/
635,SeaQuest,1300,tv,/tv/SeaQuest/
636,Gunsmoke,1300,tv,/tv/Gunsmoke/
637,Home & Away,1300,tv,/tv/Home-Away/
638,Splatoon,1300,game,/game/Splatoon/
639,New Girl,1300,tv,/tv/New-Girl/
640,One Punch Man/ワンパンマン,1300,anime,/anime/One-Punch-Man-%E3%83%AF%E3%83%B3%E3%83%91%E3%83%B3%E3%83%9E%E3%83%B3/
641,Peter Pan,1300,movie,/movie/Peter-Pan/
642,Superman,1300,movie,/movie/Superman/
643,Ice Age,1300,movie,/movie/Ice-Age/
644,A Nightmare on Elm Street,1300,movie,/movie/A-Nightmare-on-Elm-Street/
645,Avatar,1300,movie,/movie/Avatar/
646,Dragon Ball Super,1300,anime,/anime/Dragon-Ball-Super/
647,Mr. Osomatsu/おそ松さん,1300,anime,/anime/Mr-Osomatsu-%E3%81%8A%E3%81%9D%E6%9D%BE%E3%81%95%E3%82%93/
648,Finder Series,1300,anime,/anime/Finder-Series/
649,Akatsuki no Yona/暁のヨナ,1300,anime,/anime/Akatsuki-no-Yona-%E6%9A%81%E3%81%AE%E3%83%A8%E3%83%8A/
650,Mystic Messenger,1300,game,/game/Mystic-Messenger/
651,Batman Beyond,1300,cartoon,/cartoon/Batman-Beyond/
652,Slugterra,1300,cartoon,/cartoon/Slugterra/
653,She-Ra and the Princesses of Power,1300,cartoon,/cartoon/She-Ra-and-the-Princesses-of-Power/
654,Worm,1300,book,/book/Worm/
655,Charlie and the Chocolate Factory,1300,book,/book/Charlie-and-the-Chocolate-Factory/
656,Wheel of Time,1300,book,/book/Wheel-of-Time/
657,"Selection Trilogy, Kiera Cass",1300,book,/book/Selection-Trilogy-Kiera-Cass/
658,My Babysitter\'s a Vampire,1300,tv,/tv/My-Babysitter-s-a-Vampire/
659,Call the Midwife,1300,tv,/tv/Call-the-Midwife/
660,Lucky Star,1200,anime,/anime/Lucky-Star/
661,Dukes of Hazzard,1200,tv,/tv/Dukes-of-Hazzard/
662,Shrek,1200,movie,/movie/Shrek/
663,Noragami/ノラガミ,1200,anime,/anime/Noragami-%E3%83%8E%E3%83%A9%E3%82%AC%E3%83%9F/
664,Voltron,1200,cartoon,/cartoon/Voltron/
665,ThunderCats,1200,cartoon,/cartoon/ThunderCats/
666,American Dragon: Jake Long,1200,cartoon,/cartoon/American-Dragon-Jake-Long/
667,Boondocks,1200,cartoon,/cartoon/Boondocks/
668,Superman,1200,comic,/comic/Superman/
669,ManHua/Chinese Comics/漫画,1200,misc,/misc/ManHua-Chinese-Comics-%E6%BC%AB%E7%94%BB/
670,Movie X-overs,1200,misc,/misc/Movie-X-overs/
671,Gone,1200,book,/book/Gone/
672,Sengoku Basara/戦国BASARA,1200,anime,/anime/Sengoku-Basara-%E6%88%A6%E5%9B%BDBASARA/
673,Princess Diaries,1200,movie,/movie/Princess-Diaries/
674,Samurai Champloo,1200,anime,/anime/Samurai-Champloo/
675,Chrono Crusade,1200,anime,/anime/Chrono-Crusade/
676,Samurai Deeper Kyo,1200,anime,/anime/Samurai-Deeper-Kyo/
677,Hamtaro,1200,anime,/anime/Hamtaro/
678,Sound of Music,1200,movie,/movie/Sound-of-Music/
679,Rocky Horror,1200,movie,/movie/Rocky-Horror/
680,Dead or Alive,1200,game,/game/Dead-or-Alive/
681,Dark Souls,1200,game,/game/Dark-Souls/
682,Little Mermaid,1200,movie,/movie/Little-Mermaid/
683,Tiger & Bunny/タイガー＆バニー,1200,anime,/anime/Tiger-Bunny-%E3%82%BF%E3%82%A4%E3%82%AC%E3%83%BC-%E3%83%90%E3%83%8B%E3%83%BC/
684,Dresden Files,1200,book,/book/Dresden-Files/
685,Madam Secretary,1200,tv,/tv/Madam-Secretary/
686,Alias Smith & Jones,1200,tv,/tv/Alias-Smith-Jones/
687,Eureka,1200,tv,/tv/Eureka/
688,Lost World,1200,tv,/tv/Lost-World/
689,Crossing Jordan,1200,tv,/tv/Crossing-Jordan/
690,Nanny,1200,tv,/tv/Nanny/
691,Mighty Boosh,1200,tv,/tv/Mighty-Boosh/
692,Boys Before Flowers/꽃보다 남자,1200,tv,/tv/Boys-Before-Flowers-%EA%BD%83%EB%B3%B4%EB%8B%A4-%EB%82%A8%EC%9E%90/
693,Black Cat,1100,anime,/anime/Black-Cat/
694,Digimon/Pokemon,1100,misc,/misc/Digimon-Pokemon/
695,Haven,1100,tv,/tv/Haven/
696,Nikita,1100,tv,/tv/Nikita/
697,Lois and Clark,1100,tv,/tv/Lois-and-Clark/
698,Dr. Quinn Medicine Woman,1100,tv,/tv/Dr-Quinn-Medicine-Woman/
699,Nightwing,1100,comic,/comic/Nightwing/
700,Dragon Ball Z/Sailor Moon,1100,misc,/misc/Dragon-Ball-Z-Sailor-Moon/
701,Final Fantasy X-overs,1100,misc,/misc/Final-Fantasy-X-overs/
702,Back to the Future,1100,movie,/movie/Back-to-the-Future/
703,Daredevil,1100,tv,/tv/Daredevil/
704,Saw,1100,movie,/movie/Saw/
705,Repo! The Genetic Opera,1100,movie,/movie/Repo-The-Genetic-Opera/
706,Holes,1100,book,/book/Holes/
707,Valdemar universe,1100,book,/book/Valdemar-universe/
708,Gone with the Wind,1100,book,/book/Gone-with-the-Wind/
709,Anne of Green Gables series,1100,book,/book/Anne-of-Green-Gables-series/
710,Highschool of the Dead,1100,anime,/anime/Highschool-of-the-Dead/
711,Azumanga Daioh,1100,anime,/anime/Azumanga-Daioh/
712,Shokugeki no Soma/食戟のソーマ,1100,anime,/anime/Shokugeki-no-Soma-%E9%A3%9F%E6%88%9F%E3%81%AE%E3%82%BD%E3%83%BC%E3%83%9E/
713,Captain Tsubasa,1100,anime,/anime/Captain-Tsubasa/
714,Trinity Blood,1100,anime,/anime/Trinity-Blood/
715,Pretty Cure,1100,anime,/anime/Pretty-Cure/
716,Hana Yori Dango,1100,anime,/anime/Hana-Yori-Dango/
717,Sgt. Frog/ケロロ軍曹,1100,anime,/anime/Sgt-Frog-%E3%82%B1%E3%83%AD%E3%83%AD%E8%BB%8D%E6%9B%B9/
718,Zorro,1100,tv,/tv/Zorro/
719,Newsies,1100,play,/play/Newsies/
720,Higher Ground,1100,tv,/tv/Higher-Ground/
721,BlazBlue,1100,game,/game/BlazBlue/
722,Dissidia: Final Fantasy,1100,game,/game/Dissidia-Final-Fantasy/
723,Legacy of Kain,1100,game,/game/Legacy-of-Kain/
724,Ib,1100,game,/game/Ib/
725,Slender,1100,game,/game/Slender/
726,Arthur,1100,cartoon,/cartoon/Arthur/
727,SWAT Kats,1100,cartoon,/cartoon/SWAT-Kats/
728,Witch Hunter Robin,1000,anime,/anime/Witch-Hunter-Robin/
729,Flame of Recca,1000,anime,/anime/Flame-of-Recca/
730,Little Witch Academia/リトル ウィッチ アカデミア,1000,anime,/anime/Little-Witch-Academia-%E3%83%AA%E3%83%88%E3%83%AB-%E3%82%A6%E3%82%A3%E3%83%83%E3%83%81-%E3%82%A2%E3%82%AB%E3%83%87%E3%83%9F%E3%82%A2/
731,Drake & Josh,1000,tv,/tv/Drake-Josh/
732,Corpse Party,1000,game,/game/Corpse-Party/
733,Overlord/オーバーロード,1000,anime,/anime/Overlord-%E3%82%AA%E3%83%BC%E3%83%90%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%89/
734,Tron,1000,movie,/movie/Tron/
735,Angel Sanctuary,1000,anime,/anime/Angel-Sanctuary/
736,In Plain Sight,1000,tv,/tv/In-Plain-Sight/
737,Doctor Blake Mysteries,1000,tv,/tv/Doctor-Blake-Mysteries/
738,As the World Turns,1000,tv,/tv/As-the-World-Turns/
739,Across the Universe,1000,movie,/movie/Across-the-Universe/
740,Howl\'s Moving Castle,1000,anime,/anime/Howl-s-Moving-Castle/
741,Animaniacs,1000,cartoon,/cartoon/Animaniacs/
742,Watchmen,1000,comic,/comic/Watchmen/
743,"Shameless, 2011",1000,tv,/tv/Shameless-2011/
744,Secret Life of the American Teenager,1000,tv,/tv/Secret-Life-of-the-American-Teenager/
745,Emmerdale,1000,tv,/tv/Emmerdale/
746,Class of the Titans,1000,cartoon,/cartoon/Class-of-the-Titans/
747,My Candy Love,999,game,/game/My-Candy-Love/
748,Totally Spies,990,cartoon,/cartoon/Totally-Spies/
749,Diablo,989,game,/game/Diablo/
750,Grojband,989,cartoon,/cartoon/Grojband/
751,Troy,979,movie,/movie/Troy/
752,Akame ga Kiru/アカメが斬る,979,anime,/anime/Akame-ga-Kiru-%E3%82%A2%E3%82%AB%E3%83%A1%E3%81%8C%E6%96%AC%E3%82%8B/
753,Umbrella Academy,977,comic,/comic/Umbrella-Academy/
754,Secret Circle series,974,book,/book/Secret-Circle-series/
755,Timeless,974,tv,/tv/Timeless/
756,Owl House,973,cartoon,/cartoon/Owl-House/
757,Brokeback Mountain,972,movie,/movie/Brokeback-Mountain/
758,Suicide Squad,971,movie,/movie/Suicide-Squad/
759,Lunar Chronicles,970,book,/book/Lunar-Chronicles/
760,Kane Chronicles,964,book,/book/Kane-Chronicles/
761,DarkWing Duck,963,cartoon,/cartoon/DarkWing-Duck/
762,Worst Witch,959,tv,/tv/Worst-Witch/
763,Blindspot,958,tv,/tv/Blindspot/
764,Mighty Ducks,955,cartoon,/cartoon/Mighty-Ducks/
765,Gundam 00,952,anime,/anime/Gundam-00/
766,All My Children,952,tv,/tv/All-My-Children/
767,Ultimate Spider-Man,951,cartoon,/cartoon/Ultimate-Spider-Man/
768,A Court of Thorns and Roses,950,book,/book/A-Court-of-Thorns-and-Roses/
769,National Treasure,947,movie,/movie/National-Treasure/
770,Band of Brothers,946,tv,/tv/Band-of-Brothers/
771,Bully,944,game,/game/Bully/
772,Static Shock,940,cartoon,/cartoon/Static-Shock/
773,Land Before Time,939,movie,/movie/Land-Before-Time/
774,Rick and Morty,938,cartoon,/cartoon/Rick-and-Morty/
775,Pacific Rim,937,movie,/movie/Pacific-Rim/
776,Baldur\'s Gate,931,game,/game/Baldur-s-Gate/
777,Doki Doki Literature Club,929,game,/game/Doki-Doki-Literature-Club/
778,Rune Factory: A Fantasy Harvest Moon,929,game,/game/Rune-Factory-A-Fantasy-Harvest-Moon/
779,IT,929,movie,/movie/IT/
780,Re:Zero,927,anime,/anime/Re-Zero/
781,Hardcastle and McCormick,920,tv,/tv/Hardcastle-and-McCormick/
782,Kamichama Karin,919,anime,/anime/Kamichama-Karin/
783,Breakfast Club,918,movie,/movie/Breakfast-Club/
784,Stargate: Universe,917,tv,/tv/Stargate-Universe/
785,Stand By Me,915,movie,/movie/Stand-By-Me/
786,Kid Icarus,912,game,/game/Kid-Icarus/
787,Love Live! Sunshine/ラブライブ！サンシャイン,912,anime,/anime/Love-Live-Sunshine-%E3%83%A9%E3%83%96%E3%83%A9%E3%82%A4%E3%83%96-%E3%82%B5%E3%83%B3%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%B3/
788,Outlaw Star,911,anime,/anime/Outlaw-Star/
789,Looney Tunes,911,cartoon,/cartoon/Looney-Tunes/
790,Joan Of Arcadia,910,tv,/tv/Joan-Of-Arcadia/
791,Keeper of the Lost Cities,909,book,/book/Keeper-of-the-Lost-Cities/
792,"Alice, 2009",909,tv,/tv/Alice-2009/
793,Mulan,906,movie,/movie/Mulan/
794,RuneScape,906,game,/game/RuneScape/
795,Gears of War,903,game,/game/Gears-of-War/
796,Murdoch Mysteries,901,tv,/tv/Murdoch-Mysteries/
797,Red Dwarf,898,tv,/tv/Red-Dwarf/
798,Calvin & Hobbes,897,comic,/comic/Calvin-Hobbes/
799,Metalocalypse,897,cartoon,/cartoon/Metalocalypse/
800,Princess Diaries,891,book,/book/Princess-Diaries/
801,Rat Patrol,890,tv,/tv/Rat-Patrol/
802,Knight Rider,888,tv,/tv/Knight-Rider/
803,Terra Nova,883,tv,/tv/Terra-Nova/
804,Hazbin Hotel,882,cartoon,/cartoon/Hazbin-Hotel/
805,Tinkerbell,881,movie,/movie/Tinkerbell/
806,Dragonlance,881,book,/book/Dragonlance/
807,Zatch Bell,881,anime,/anime/Zatch-Bell/
808,"Librarians, 2014",877,tv,/tv/Librarians-2014/
809,Angel Beats!/エンジェルビーツ,876,anime,/anime/Angel-Beats-%E3%82%A8%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AB%E3%83%93%E3%83%BC%E3%83%84/
810,Halloween,876,movie,/movie/Halloween/
811,Due South,871,tv,/tv/Due-South/
812,Chrono Trigger,871,game,/game/Chrono-Trigger/
813,Legend of Dragoon,869,game,/game/Legend-of-Dragoon/
814,Elfen Lied,869,anime,/anime/Elfen-Lied/
815,Inkheart,868,book,/book/Inkheart/
816,School of Rock,866,movie,/movie/School-of-Rock/
817,Boy Meets World,864,tv,/tv/Boy-Meets-World/
